date,startup_name,industry,sub_vertical,city,investors,investment_type,amount_usd,year,month
2017-07-14,QwikSpec,Technology,Construction site operations and analytics platform,Bengaluru,"Brigade Innovations LLP, TV Mohandas Pai, Suhail Rahman, Bobby Reddy, M George Oommen",Seed,540000.0,2017.0,7.0
2017-07-14,Chumbak,eCommerce,Designer consumer products Marketplace,Bengaluru,Blacksoil Capital Pvt. Ltd,Private Equity,1700000.0,2017.0,7.0
2017-07-17,Increff,Technology,Sales Solutions for Fashion Brands,Bengaluru,"Sequoia Capital, Grey Orange, Rajesh Ramaiah, Anshuman Das, Rishi Das",Seed,2000000.0,2017.0,7.0
2017-07-17,Vayana,Technology,Enterprise Banking Solutions,Pune,"IDG Ventures India Advisors, Jungle Ventures",Private Equity,4000000.0,2017.0,7.0
2017-07-19,Rentomojo,Consumer Internet,Consumer Leasing Platform,Bengaluru,"ain Capital Ventures, Renaud Laplanche",Private Equity,10000000.0,2017.0,7.0
2017-07-19,Playablo,Technology,Gamified Learning App,Bengaluru,ABI-Showatech (India) Ltd,Seed,600000.0,2017.0,7.0
2017-07-20,Trupay,Technology,Online payments platform,Gurugram,"Kae Capital, M&S Partners,",Seed,700000.0,2017.0,7.0
2017-07-21,Brick2Wall,eCommerce,Online Marketplace for Construction Material,Gurugram,"Subramani Somasundaram, Sundeep Sahni, Mayank Mittal & Others",Seed,200000.0,2017.0,7.0
2017-07-25,Noticeboard,Consumer Internet,Mobile-first Enterprise communication platform,Bengaluru,"Stellaris Venture Partners,",Private Equity,1200000.0,2017.0,7.0
2017-07-25,Byju\\xe2\\x80\\x99s,Consumer Internet,Mobile Learning App,Bengaluru,Tencent Holdings,Private Equity,35000000.0,2017.0,7.0
2017-07-26,Fab Hotels,Consumer Internet,Budget hotels brand & Aggregator Platform,Delhi,Goldman Sachs,Private Equity,25000000.0,2017.0,7.0
2017-07-26,ThinkerBell,Consumer Internet,Assisted Learning Startup,Bengaluru,"Indian Angel Network, Anand Mahindra",Seed,200000.0,2017.0,7.0
2017-07-27,1mg,eCommerce,Online Pharmacy,Gurugram,"HBM Healthcare Investments, Maverick Capital Ventures, Sequoia India, Omidyar Network and Kae Capital",Private Equity,15000000.0,2017.0,7.0
2017-07-28,BigStylist,Consumer Internet,Beauty Services Marketplace,Mumbai,Info Edge (India) Ltd,Private Equity,1250000.0,2017.0,7.0
2017-06-02,RentOnGo,eCommerce,"Online Marketplace for Renting Bikes, Electronics & Appliances",Bengaluru,TVS Motor Company,Seed,234000.0,2017.0,6.0
2017-06-05,Goomo,Consumer Internet,Online Travel & Holiday Booking platform,Mumbai,Emerging India,Private Equity,50000000.0,2017.0,6.0
2017-06-06,Spinny,eCommerce,Online Used Car marketplace,Gurugram,"Blume Ventures, Indian Angel Network, Kunal Shah, Sandeep Tandon",Private Equity,1000000.0,2017.0,6.0
2017-06-06,BHIVE Workspace,Consumer Internet,co-working spaces,Bengaluru,Blume Ventures,Private Equity,1200000.0,2017.0,6.0
2017-06-06,wayForward,Consumer Internet,Mobile app for Mental Health,Delhi,"Harsh Mahajan, Farhan Naqvi, Sreepathy Viswanathan",Seed,1000000.0,2017.0,6.0
2017-06-07,ZipLoan,Consumer Internet,Online lending platform,Delhi,WaterBridge Ventures,Seed,650000.0,2017.0,6.0
2017-06-07,GrowFitter,Consumer Internet,health and fitness discovery platform,Mumbai,SQue Capital,Seed,600000.0,2017.0,6.0
2017-06-08,Stratfit,Consumer Internet,Health coaching programs,Hyderabad,Bodhtree Consulting Limited,Seed,232000.0,2017.0,6.0
2017-06-08,Multiplier Solutions,Technology,CRM Software for Healthcare space,Hyderabad,Norwest Venture Partners,Private Equity,1500000.0,2017.0,6.0
2017-06-08,ABI Health,Technology,Unified Digital Health Platform,Bengaluru,Norwest Venture Partners,Private Equity,1500000.0,2017.0,6.0
2017-06-08,Stockal,Consumer Internet,App-based Investment advisory Services,Bengaluru,"Mohan Alexander, R. Natarajan, Vikrant Varshney, Amit Sinha",Seed,350000.0,2017.0,6.0
2017-06-09,Guidoo,Consumer Internet,Travel & adventure planning platform,Mumbai,"Pawan Borle, Nirmal Singh, Manish Prasad, Vineet Varma, Nick Haulkoury, Abhai S. Rao",Seed,300000.0,2017.0,6.0
2017-06-09,eSahai.in,Consumer Internet,ambulance aggregator and medical taxi provider,Hyderabad,"Dr Ramesh Ayyala, Satya Muthyala",Seed,250000.0,2017.0,6.0
2017-06-12,LendingKart,Consumer Internet,Online Lending platform,Ahmedabad,Yes Bank,Debt,7800000.0,2017.0,6.0
2017-06-12,Boxx.ai,Technology,Artificial Intelligence,Bengaluru,"Unicorn India Ventures, Venky Krishnakumar, Suresh Shankar, Vivek Bhargava",Private Equity,500000.0,2017.0,6.0
2017-06-12,PeeSafe.in,Healthcare,Hygiene care product manufacturer,Delhi,"Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures",Private Equity,1000000.0,2017.0,6.0
2017-06-12,Vista Rooms,Consumer Internet,Online rooms aggregation platform,Mumbai,"Artha India Ventures, Singularity Holdings, Rajan Anandan, Girish Mathrubootham",Seed,776000.0,2017.0,6.0
2017-06-12,CoverFox,Consumer Internet,Online insurance brokerage platform,Mumbai,Transamerica,Private Equity,15000000.0,2017.0,6.0
2017-06-13,Goodera,Technology,CSR and sustainability management platform,Bengaluru,"Nexus Venture Partners, Omidyar Network",Private Equity,5500000.0,2017.0,6.0
2017-06-14,Ola,Consumer Internet,Cab Aggregation App,Bengaluru,Tekne Capital Management LLC,Private Equity,50000000.0,2017.0,6.0
2017-06-14,MrNeeds,Consumer Internet,Micro Food Delivery platform,Noida,undisclosed investors,Seed,500000.0,2017.0,6.0
2017-06-15,MoneyTap,Consumer Internet,Money Lending platform,Bengaluru,"Sequoia India, NEA, Prime Venture Partners",Private Equity,12300000.0,2017.0,6.0
2017-06-16,Goodbox,eCommerce,Mobile SAAS\\xc2\\xa0 ECommerce platform for SMEs,Bengaluru,"Nexus Venture Partners, Mekin Maheshwari",Private Equity,1000000.0,2017.0,6.0
2017-06-16,Fincash,Consumer Internet,Personal Finance platform,Mumbai,"Mohammed Khan, Sameer Narayan & Others",Seed,100000.0,2017.0,6.0
2017-06-16,PortDesk,Technology,Maritime Solutions,Noida,Alphard Maritime Group,Seed,2000000.0,2017.0,6.0
2017-06-19,Unbxd,Technology,Cloud-based product discovery platform,Bengaluru,Eight Roads Ventures,Private Equity,12500000.0,2017.0,6.0
2017-06-19,DarwinBox,Technology,Enterprise human resources management platform,Hyderabad,"Lightspeed India Partners, Endiya Partners, 3one4 Capital Advisors LLP, Startupxseed Ventures LLP",Private Equity,4000000.0,2017.0,6.0
2017-06-20,ForeverShop,Consumer Internet,Mobile based ecommerce platform,Bengaluru,91maker.com,Seed,300000.0,2017.0,6.0
2017-06-20,Insider.in,Consumer Internet,Events Ticketing platform,Mumbai,Paytm,Private Equity,5200000.0,2017.0,6.0
2017-06-21,Fynd,eCommerce,Fashion etailer,Mumbai,"IIFL Seed Ventures, Kae Capital, FJ Labs, Singularity Ventures, GrowX, Tracxn Labs, Axis Capital",Private Equity,2400000.0,2017.0,6.0
2017-06-21,Grow Fit,Consumer Internet,Health-Tech platform,Bengaluru,"Manipal Education and Medical Group (MEMG), SAR Group, The Grover Trust",Private Equity,4500000.0,2017.0,6.0
2017-06-21,Fabulyst,Technology,Artificial Intelligence based platform,Hyderabad,iBhubs,Seed,215000.0,2017.0,6.0
2017-06-21,mSwipe,Technology,Point-of-Sale services,Mumbai,"UC-RNT Fund, Matrix Partners, alcon Edge Capital, DSG Consumer Partners",Private Equity,31000000.0,2017.0,6.0
2017-06-22,Julia Computing,Technology,Open Source Language for Data Science and Machine Learning,Bengaluru,"General Catalyst, Founder Collective",Private Equity,4600000.0,2017.0,6.0
2017-06-22,Kissht,Consumer Internet,Consumer Lending platform,Mumbai,"Endiya Partners, Ventureast",Private Equity,2000000.0,2017.0,6.0
2017-06-22,Explore Life traveling,Consumer Internet,Local homes booking platform,Bengaluru,"Mekin Maheshwari, Bharat Vijay, Krish Seshadri, Amar Arsikere",Seed,500000.0,2017.0,6.0
2017-06-23,Loantap,Consumer Internet,Lending platform for salaried professionals,Mumbai,"Kae Capital, India Quotient, IFMR, and MAS Financial Services Ltd",Private Equity,4000000.0,2017.0,6.0
2017-06-23,Voxweb,Consumer Internet,Mobile based social networking platform,Mumbai,Undisclosed investors,Seed,1000000.0,2017.0,6.0
2017-06-26,HUG Innovations,Technology,Gesture based\\xc2\\xa0 Smartwatch manufacturer,Hyderabad,"Mohit Srivastav, Kishore Ganji, Venkat Vallabhaneni, Rajeev Menon",Private Equity,5000000.0,2017.0,6.0
2017-06-26,Flipkart,eCommerce,Online marketplace,Bengaluru,Naspers,Private Equity,71000000.0,2017.0,6.0
2017-06-26,V Resorts,Consumer Internet,Holiday & Vacation resort aggregator,Noida,"Seedfund, RB International",Private Equity,4000000.0,2017.0,6.0
2017-06-27,Stashfin,Consumer Internet,Personal Finance App,Delhi,"Snow Leopard Ventures, Alto Partners",Private Equity,5000000.0,2017.0,6.0
2017-06-27,Spares Hub,eCommerce,Automobile parts marketplace,Pune,"The Chennai Angels, Anthill Scale Ventures, Esvee Technologies Inc, Inc95 Consulting",Seed,311000.0,2017.0,6.0
2017-06-28,Rubique,Consumer Internet,Online Marketplace for financial products,Mumbai,"Kalaari Capital, Udayan Goyal",Private Equity,3000000.0,2017.0,6.0
2017-06-28,Niki.ai,Consumer Internet,AI Based Personal Assistant,Bengaluru,"SAP.iO, Unilazer Ventures",Private Equity,2000000.0,2017.0,6.0
2017-06-29,Fitpass,Consumer Internet,Online Fitness Marketplace,Delhi,"Abhinav Bindra, Gaurav Marya",Private Equity,1000000.0,2017.0,6.0
2017-06-30,Tagos Design,Technology,in-video discovery platform,Bengaluru,Undisclosed Investors,Private Equity,5000000.0,2017.0,6.0
2017-06-30,UrbanClap,Consumer Internet,Mobile Services Marketplace,Gurugram,"Vy Capital, SAIF Partners, Accel Partner, Bessemer Venture Partners",Private Equity,21000000.0,2017.0,6.0
2017-05-01,Ace2three,Consumer Internet,Online Rummy playing Website,Hyderabad,Clairvest Group,Private Equity,73700000.0,2017.0,5.0
2017-05-01,Power2SME,eCommerce,Buying portal for SMEs,Gurugram,International Finance Corporation,Private Equity,10000000.0,2017.0,5.0
2017-05-02,Innovapptive,Technology,Enterprise Mobility Solutions,Hyderabad,Hyderabad Angels,Seed,1500000.0,2017.0,5.0
2017-05-02,4tigo,Logistics,Truck Network company,Bengaluru,"Accel Partners, Nandan Nilekani,",Private Equity,10000000.0,2017.0,5.0
2017-05-02,ZippServe,Consumer Internet,Real estate risk assessment platform,Bengaluru,undisclosed investors,Seed,390000.0,2017.0,5.0
2017-05-03,Ola,Consumer Internet,Cab Aggregation App,Bengaluru,"Falcon Edge Capital,\\xc2\\xa0 Capital Advisers",Private Equity,104500000.0,2017.0,5.0
2017-05-03,Sumeru,Technology,Software & Mobile development services,Bengaluru,undisclosed investors,Seed,1000000.0,2017.0,5.0
2017-05-05,Balance App,Consumer Internet,Money Savings & Management App,Bengaluru,Rainmatter,Seed,233000.0,2017.0,5.0
2017-05-08,YepMe,eCommerce,Private Label Fashion etailer,Gurugram,"Rainbow Digital Services Pvt. Ltd, ILearnFinance Academy Pvt. Ltd.",Private Equity,700000.0,2017.0,5.0
2017-05-08,MyGreens,Food & Beverage,Cold-press Juices manufacturer,Delhi,"Ajay Relan, LetsVenture",Seed,1000000.0,2017.0,5.0
2017-05-08,Ace Turtle,Technology,Omni-Channel Platform,Bengaluru,"Vertex Ventures, C31 Ventures",Private Equity,5000000.0,2017.0,5.0
2017-05-08,CureFit,Technology,Health-Tech Platform,Bengaluru,"Trifecta Capital Advisors LLP, Prathithi Investment Trust, RNT Capital, Gokul Rajaram, Aditya Agarwal, Ruchi Sanghvi & others",Private Equity,3200000.0,2017.0,5.0
2017-05-09,Curie Labs,Technology,Energy Analytics startup,Delhi,Satoshi Studios,Seed,50000.0,2017.0,5.0
2017-05-10,Vidooly,Consumer Internet,Video Intelligence platform,Noida,"Times Internet, GVFL",Private Equity,1400000.0,2017.0,5.0
2017-05-10,Shopclues,eCommerce,Online marketplace,Gurugram,InnoVen Capital,Private Equity,7700000.0,2017.0,5.0
2017-05-10,Fourth Ambit,Consumer Internet,Community Building platform,Bengaluru,1Crowd,Seed,600000.0,2017.0,5.0
2017-05-11,Early Salary,Consumer Internet,Online lending platform,Pune,"DG Ventures India, Dewan Housing Finance Corp",Private Equity,4000000.0,2017.0,5.0
2017-05-12,Legal Raasta,Consumer Internet,Legal Services to SMEs & Individuals,Delhi,Impanix Capital,Private Equity,5000000.0,2017.0,5.0
2017-05-12,Remit Guru,Consumer Internet,Digital money transfer platform,Mumbai,"Infibeam, CCavenue",Private Equity,466000.0,2017.0,5.0
2017-05-12,Aequm,eCommerce,Cloud ECommerce platform,Bengaluru,undisclosed investors,Seed,1000000.0,2017.0,5.0
2017-05-15,Zapty,Technology,Project Management tool,Bengaluru,IdeaSpring Capital,Seed,500000.0,2017.0,5.0
2017-05-16,Telr,Technology,Online Payment Gateway,Mumbai,Innovations East,Private Equity,3000000.0,2017.0,5.0
2017-05-16,Fynd,eCommerce,Fashion ECommerce Portal,Mumbai,Rocketship,Private Equity,500000.0,2017.0,5.0
2017-05-17,Genie,Consumer Internet,hyperlocal delivery and logistics mobile app,Chennai,undisclosed investors,Seed,250000.0,2017.0,5.0
2017-05-17,Paysense,Consumer Internet,Online Lending platform,Mumbai,Jungle Ventures,Private Equity,5300000.0,2017.0,5.0
2017-05-18,The Good Life,ECommerce,Online Luxury Tea etailer,Mumbai,"Ayesha Takia Azmi, Abu Farhan Azmi",Seed,1000000.0,2017.0,5.0
2017-05-18,Paytm,ECommerce,Mobile Wallet & ECommerce platform,Bengaluru,SoftBank Group,Private Equity,1400000000.0,2017.0,5.0
2017-05-19,EzCred,Consumer Internet,Consumer Lending Platform,Bengaluru,"Dheeraj Pandey, Rajesh Yohannan, Akash Garg",Seed,1000000.0,2017.0,5.0
2017-05-22,Delhivery,Logistics,ECommerce Logistics provider,Delhi,Fosun International,Private Equity,30000000.0,2017.0,5.0
2017-05-22,ZipGrid,Consumer Internet,"Cashless, paperless solutions for Housing societies",Mumbai,"JLL, 1Crowd",Seed,500000.0,2017.0,5.0
2017-05-23,Magicpin,Consumer Internet,Hyperlocal discovery platform,Gurugram,"Lightspeed Venture Partners, Vy Capital,",Private Equity,6600000.0,2017.0,5.0
2017-05-23,Box8,Consumer Internet,Food Delivery Platform,Mumbai,Trifecta Capital,Private Equity,1000000.0,2017.0,5.0
2017-05-24,GenNext Students,Consumer Internet,Online Tutoring Services,Mumbai,Undisclosed Investors,Seed,580000.0,2017.0,5.0
2017-05-25,Aye Finance,Finance,Non-Banking Financial Company,Gurugram,Blue Orchard,Private Equity,8000000.0,2017.0,5.0
2017-05-29,Collateral Medical,eCommerce,Online Medical equipment supplier,Mumbai,Carpediem Capital,Private Equity,3500000.0,2017.0,5.0
2017-05-30,Supr Daily,Consumer Internet,Subscription based delivery platform,Mumbai,"Soma Capital, Great Oaks Ventures, 122 West Ventures",Private Equity,1500000.0,2017.0,5.0
2017-05-30,Swiggy,Consumer Internet,Online food delivery platform,Bengaluru,"Nasper, Accel India, SAIF Partners, Bessemer Venture Partners, Harmony Partners, Norwest Venture Partners",Private Equity,80000000.0,2017.0,5.0
2017-05-31,SastaSundar,eCommerce,Online Pharmacy,Kolkata,Rohto Pharmaceutical,Private Equity,5000000.0,2017.0,5.0
2017-05-31,Magicpin,Consumer Internet,Hyperlocal Discovery\\xc2\\xa0 & Rewards platform,Gurugram,"Lightspeed India Partners, Waterbridge Ventures",Private Equity,7000000.0,2017.0,5.0
2017-04-01,Cashe,Consumer Internet,Online & Mobile based Lending platform,Mumbai,"Mathew Cyriac, Florintree Advisors,",Private Equity,3800000.0,2017.0,4.0
2017-04-03,Eruditus,Education,Executive Education Provider,Mumbai,Bertelsmann India,Private Equity,8200000.0,2017.0,4.0
2017-04-03,Healthcare at Home,Healthcare,Home Healthcare Provider,Noida,Quadria Capital Advisors,Private Equity,40000000.0,2017.0,4.0
2017-04-04,WayCool,Food & Beverage,Fresh-Produce Distribution Platform,Chennai,Aspada Investments,Private Equity,2700000.0,2017.0,4.0
2017-04-04,Perfios,Technology,Fin-Tech Solutions,Bengaluru,Bessemer Venture Partners,Private Equity,6100000.0,2017.0,4.0
2017-04-04,Whatfix,Technology,Interactive Tech-Support Guides,Bengaluru,"Stellaris Venture Partners, Helion Venture Partners, Powerhouse Ventures, Gokul Rajaram, Girish Mathrubootham, Aneesh Reddy, Vispi Daver",Private Equity,3690000.0,2017.0,4.0
2017-04-04,ElastiRun,Technology,App based Logistics & Distribution platform,Pune,"Kalaari Capital, Norwest Venture Partners",Private Equity,7000000.0,2017.0,4.0
2017-04-04,Trukky,Consumer Internet,Online Truck Aggregator & Booking platform,Ahmedabad,"Keyur Joshi, Pavan Bakeri",Seed,500000.0,2017.0,4.0
2017-04-04,Konsult App,Consumer Internet,App based Doctor Consulting platform,Delhi,"Koen Bouwers, Lomesh Agarwal, Jeroen Mensen, Pablo van den Bosch & Others",Seed,500000.0,2017.0,4.0
2017-04-05,Fingerlix,Consumer Internet,Food Delivery Platform,Mumbai,Zephyr Peacock India,Private Equity,3000000.0,2017.0,4.0
2017-04-06,Medwell Ventures,Healthcare,Home-Based Healthcare provider,Bengaluru,"Mahindra Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,21000000.0,2017.0,4.0
2017-04-06,Mech Mocha,Consumer Internet,Mobile gaming startup,Bengaluru,"Accel Partners, Shunwei Capital",Private Equity,5000000.0,2017.0,4.0
2017-04-07,PharmEasy,eCommerce,Online Pharmacy,Mumbai,"Bessemer Venture Partners, Orios Venture Partners, Trifecta Capital,",Private Equity,18000000.0,2017.0,4.0
2017-04-08,FastFox,Consumer Internet,Online rental discovery platform,Gurugram,"Lightspeed India Partners, Blume Ventures, CyberAgent Ventures, GrowX Ventures, IMJ Investment Partners",Private Equity,4600000.0,2017.0,4.0
2017-04-10,Omnify,Technology,SaaS platform for SMEs,Bengaluru,"Rajan Anandan, L.D Sharma, Saurabh Arora",Seed,150000.0,2017.0,4.0
2017-04-10,Capital Float,Consumer Internet,Online Lending Platform for SME,Bengaluru,Mahindra and Mahindra Financial Services,Private Equity,2300000.0,2017.0,4.0
2017-04-11,Ninjacart,eCommerce,B2B agri-marketing platform,Bengaluru,"Accel Partners, Nandan Nilekani\\xe2\\x80\\x99s NRJN Trust, Mistletoe, Qualcomm Ventures, M&S Partners",Private Equity,5500000.0,2017.0,4.0
2017-04-11,MergerWare,Technology,Software solutions for M&As,Bengaluru,Philippe Bouchet,Seed,100000.0,2017.0,4.0
2017-04-12,Clovia,eCommerce,Online lingerie & Sleepwear etailer,Delhi,"Ivycap Ventures Advisors, Singularity Ventures and Ravi Dhariwal",Private Equity,4000000.0,2017.0,4.0
2017-04-12,Emiza,Logistics,Third Party Logistics provider,Mumbai,"Mayfield, Nishant Rao, Dileep Nath",Private Equity,4500000.0,2017.0,4.0
2017-04-12,HackerEarth,Consumer Internet,Online Skill Assessment Platform,Bengaluru,"DHI Group Inc, Prime Venture Partners, Beenext, Beenos, Digital Garage, BizReach",Private Equity,4500000.0,2017.0,4.0
2017-04-12,Squadrun,Technology,Software-As-a-Service Platform,Noida,"Blume Ventures, Contrarian Capital, 91springboard, Emergent Ventures, Abstract Ventures, Anthill Ventures, Axilor Ventures",Private Equity,2100000.0,2017.0,4.0
2017-04-13,WeAreHolidays,Consumer Internet,Travel Packages & Planner marketplace,Gurugram,"Urrshila Kerkar,",Private Equity,7700000.0,2017.0,4.0
2017-04-14,Ola Cabs,Consumer Internet,Cab Aggregator App,Bengaluru,SIMI Pacific Pte,Private Equity,260000000.0,2017.0,4.0
2017-04-15,Myly,Consumer Internet,Mobile App for Schools,Jaipur,mall Industries Development Bank of India (SIDBI),Seed,310000.0,2017.0,4.0
2017-04-17,CrediHealth,Consumer Internet,Online Medical Assistance platform,Gurugram,"Tolaram Inc, Mountain Pine Capital",Private Equity,1500000.0,2017.0,4.0
2017-04-17,Snackible,Food & Beverages,Healthy Snacks manufacturer,Mumbai,"Nibhrant Shah, Anandbir Singh, Anirudh Sheth, Pratik Singhi, Vikram Mehta, Murali Nair",Seed,175000.0,2017.0,4.0
2017-04-17,Be U Salons,Consumer Internet,Online Salon discovery & Booking Services,Delhi,"Gaurav Kachru, Sundeep Singh Sahni, Jatin Aneja, Arun Malhotra",Seed,620000.0,2017.0,4.0
2017-04-17,LendingKart,Consumer Internet,Lending platform for small businesses,Ahmedabad,Anicut Capital,Private Equity,4650000.0,2017.0,4.0
2017-04-18,Innefu Security Consulting,Technology,Cyber Security solutions using AI,Delhi,IndiaNivesh Venture Capital Fund,Private Equity,2000000.0,2017.0,4.0
2017-04-18,Whodat,Technology,Markerless AR platform,Bengaluru,Ideaspring Capital,Private Equity,600000.0,2017.0,4.0
2017-04-18,Absentia VR,Technology,Virtual Reality Startup,Bengaluru,Exfinity Venture Partners,Private Equity,1250000.0,2017.0,4.0
2017-04-19,IOTrek,Technology,IoT Platform for Bus,Delhi,Undisclosed Investor,Seed,155000.0,2017.0,4.0
2017-04-20,HolaChef,Consumer Internet,Online Food Delivery,Mumbai,"SIDBI Venture Capital Ltd, Kalaari Capital",Private Equity,3000000.0,2017.0,4.0
2017-04-21,Video Ken,Consumer Internet,Video Based Collaborative Learning,Bengaluru,"Ravi Garikipati, Surot Chatterjee, Ashish Agrawal, LG Chandrasekhar, Sashi Reddi",Seed,1000000.0,2017.0,4.0
2017-04-24,Faasos,Food & Beverage,QSR chain and online food delivery,Pune,"Ligthbox Ventures II, Lightbox Expansion Fund, Sequoia Capital India, RuNet South Asia, RB Investments",Private Equity,6300000.0,2017.0,4.0
2017-04-24,Oyo Rooms,Consumer Internet,Branded Budget Hotels Aggregator,Gurugram,"SoftBank Vision Fund, Lightspeed Venture Partners, Sequoia Capital India Advisors, Greenoaks Capital Partners",Private Equity,250000000.0,2017.0,4.0
2017-04-24,Toppr,Consumer Internet,Learning mobile app for students,Mumbai,WGG International,Private Equity,3200000.0,2017.0,4.0
2017-04-25,The Office Pass,Consumer Internet,CoWorking Spaces booking platform,Gurugram,"Arun Tadanki, Aditya Verma",Seed,245000.0,2017.0,4.0
2017-04-25,UrbanClap,Consumer Internet,Mobile Services Marketplace,Gurugram,Trifecta Capital,Private Equity,3100000.0,2017.0,4.0
2017-04-26,Awfis,Consumer Internet,Collaborative co-Working Spaces,Mumbai,Sequoia India,Private Equity,20000000.0,2017.0,4.0
2017-04-26,Flytxt,Technology,Customer data analytics software,Mumbai,DAH Beteiligungs GmbH,Private Equity,11000000.0,2017.0,4.0
2017-04-26,Howdy Ventures,Consumer Internet,Public and Private Events creation app,Chennai,S. Xavier Britto,Seed,1500000.0,2017.0,4.0
2017-04-26,StalkBuyLove,eCommerce,Online fashion marketplace,Delhi,Trifecta Capital,Private Equity,1000000.0,2017.0,4.0
2017-04-27,Scootsy,Consumer Internet,On-Demand Food Delivery,Mumbai,"Agnus Capital, Khattar Holdings",Private Equity,3600000.0,2017.0,4.0
2017-04-27,iNurture,Consumer Internet,Online Educational courses,Bengaluru,BlackSoil Capital Pvt. Ltd,Private Equity,1500000.0,2017.0,4.0
2017-04-28,Sepalika,Consumer Internet,Healthcare related content platform,Delhi,Accel Partners,Seed,750000.0,2017.0,4.0
2017-03-01,Ola,Consumer Internet,App based cab aggregator,Bengaluru,SoftBank Group Corp,Private Equity,330000000.0,2017.0,3.0
2017-03-01,Belong,Consumer Internet,Online Jon Portal,Bengaluru,Sequoia Capital India,Private Equity,10000000.0,2017.0,3.0
2017-03-02,Celes Care,Consumer Internet,Women Healthcare & Information portal,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,1500000.0,2017.0,3.0
2017-03-02,Karomi,Technology,Packaging Artwork Management software,Chennai,Ideaspring Capital,Seed,500000.0,2017.0,3.0
2017-03-02,Red Carpet,Consumer Internet,Micro Lending platform,Gurugram,Lightspeed Venture Partners,Private Equity,2500000.0,2017.0,3.0
2017-03-02,CreditMantri,Consumer Internet,Online Credit score & lending platform,Chennai,Quona Capital,Private Equity,7600000.0,2017.0,3.0
2017-03-03,Tydy,Technology,Employee Onboarding and Engagement platform,Bengaluru,"Bhupen Shah, Jayesh Parekh, Sanjay Sathe",Seed,275000.0,2017.0,3.0
2017-03-03,Oho Shop,Technology,eCommerce Mobile App Builder,Ahmedabad,"Bennett, Coleman and Company Ltd",Private Equity,6700000.0,2017.0,3.0
2017-03-03,Paytm Marketplace,ECommerce,ECommerce Marketplace,Bengaluru,Alibaba,Private Equity,200000000.0,2017.0,3.0
2017-03-04,iGenetics,Healthcare,Health Diagnostic Solutions,Mumbai,CDC Group Plc,Private Equity,19500000.0,2017.0,3.0
2017-03-06,Juno Clinic,Consumer Internet,Online Counseling Platform,Mumbai,Atul Nishar,Seed,1200000.0,2017.0,3.0
2017-03-06,Summerlabel,Consumer Internet,Fashion and Lifestyle discovery platform,Gurugram,"Aneesh Seth, Tushar Mittal",Seed,150000.0,2017.0,3.0
2017-03-06,PickMe,Consumer Internet,Gadget Insurance & Repair Services platform,Mumbai,SIDBI Venture Capital Fund,Private Equity,1790000.0,2017.0,3.0
2017-03-07,Agrostar,Technology,Direct-to-Farmer Mobile-Based Retail platform,Pune,Accel Partners,Private Equity,10000000.0,2017.0,3.0
2017-03-07,Zapr,Technology,"DSP, TV Analytics & Cross-Platform advertising",Bengaluru,Star India Pvt Ltd,Private Equity,10000000.0,2017.0,3.0
2017-03-07,Data Resolve,Technology,Cyber Security Solutions,Noida,IDFC Parampara Early Stage Opportunities Fund,Private Equity,1000000.0,2017.0,3.0
2017-03-07,Book Servicing,Consumer Internet,Online Vehicle Services Booking platform,Delhi,National Science and Technology Entrepreneurship Development Board,Seed,30000.0,2017.0,3.0
2017-03-07,Blowhorn,Consumer Internet,Intra-City Logistics provider,Bengaluru,"IDG Ventures India, Michael & Susan Dell Foundation, Draper Associates, Unitus Seed Fund",Private Equity,3650000.0,2017.0,3.0
2017-03-08,Rivigo,Logistics,Technology Enabled Logistics Company,Gurugram,Private Sector Banks (Debt Funding),Private Equity,15000000.0,2017.0,3.0
2017-03-08,PipeCandy,Technology,Intelligent Sales Prospecting Platform,Chennai,"IDG ventures, Axilor Ventures, Emergent Ventures, Indian Angel Network",Seed,1100000.0,2017.0,3.0
2017-03-08,Supr Daily,Consumer Internet,Subscription based Home Delivery Platform,Mumbai,Y Combinator,Seed,120000.0,2017.0,3.0
2017-03-09,AppBrowzer,Consumer Internet,Instant Mobile Apps Store,Bengaluru,Deepak Gurnani,Seed,500000.0,2017.0,3.0
2017-03-09,MagicBricks,Consumer Internet,Online Real Estate Portal,Mumbai,Times Internet Ltd,Private Equity,4500000.0,2017.0,3.0
2017-03-10,PeeBuddy,Healthcare,Female Hygiene product manufacturer,Delhi,Indian Angel Network,Seed,443000.0,2017.0,3.0
2017-03-10,Lavelle Networks,Technology,SDN Solutions,Bengaluru,Ideaspring Capital,Seed,600000.0,2017.0,3.0
2017-03-15,LatestOne,eCommerce,Tech Accessories e-tailer,Hyderabad,"Florintree, Mathew Cyriac, Chidambaram Palaniappan, Bharat Sheth",Private Equity,3350000.0,2017.0,3.0
2017-03-15,Frapperz,Consumer Internet,On-demand home services provider,Kolkata,Undisclosed Investor,Seed,100000.0,2017.0,3.0
2017-03-16,mPaani,Consumer Internet,Loyalty rewards app,Mumbai,"IDG Ventures, Blume Ventures, Saha Fund,",Private Equity,1350000.0,2017.0,3.0
